UCL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL214021,2213,2374,4579,78,87,166,0,0,0,202,219,420,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,223,429,10,4,12,6,5,8,296,320,621,105,126,230,2615,2823,5437
UCL214022,3215,3534,6747,266,275,536,5,5,11,187,208,396,9,7,12,0,3,0,4,8,11,5,0,5,0,0,0,4,3,3,0,0,0,213,236,447,3,9,9,13,5,14,490,516,1003,271,337,606,3971,4381,8357
UCL215001,544,584,1123,15,18,33,0,0,0,62,57,118,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,58,124,0,0,4,4,3,3,84,82,167,54,48,101,684,709,1393
UCL215002,984,1061,2045,56,73,124,3,4,5,60,48,109,0,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,74,60,133,0,0,0,0,3,5,129,133,267,68,71,143,1186,1266,2456
UCL215003,1226,1251,2477,49,75,125,3,0,4,158,169,325,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,166,175,345,9,3,12,0,3,3,222,264,481,98,93,190,1545,1609,3154
UCL215004,520,547,1067,57,57,113,10,3,9,51,39,88,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,62,45,109,0,3,5,0,0,0,126,111,231,97,87,179,744,739,1482
UCL215005,463,461,924,11,17,28,0,0,0,27,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,63,0,0,0,3,0,3,41,51,91,51,48,101,562,556,1115
UCL215006,1003,1100,2106,47,53,100,5,4,10,113,122,234,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,118,134,251,0,3,3,0,0,5,165,194,361,46,63,111,1214,1358,2570
UCL215007,1008,1100,2109,16,23,41,3,0,3,95,81,174,0,0,0,0,0,0,3,0,3,0,0,0,5,0,7,0,0,0,0,0,0,100,89,189,9,7,12,0,0,0,124,122,245,77,72,153,1213,1293,2504
UCL215008,801,833,1636,21,22,45,23,17,42,55,58,112,10,9,13,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,96,90,190,0,4,9,4,3,12,128,125,248,19,19,37,951,972,1921
UCL215009,393,359,754,11,8,25,9,7,13,19,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,57,0,0,0,0,0,0,41,47,88,46,38,87,480,447,930
UCL215010,1010,941,1955,8,14,26,6,0,0,68,72,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,73,148,0,0,0,0,0,0,83,87,173,64,62,129,1163,1091,2252
UCL215011,440,469,903,18,14,29,3,0,3,40,46,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,92,0,0,0,3,0,3,68,63,130,65,57,123,567,588,1156
UCL215012,1222,1389,2609,105,124,226,24,28,53,85,118,204,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,9,9,0,0,0,116,155,272,0,5,9,0,0,0,230,285,510,73,79,151,1520,1754,3273
UCL215013,1651,1610,3261,44,35,79,9,6,22,250,254,501,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,267,268,536,10,6,21,0,0,0,327,316,643,82,69,150,2058,1998,4058
UCL215014,534,511,1046,13,17,31,0,0,0,40,50,90,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,55,90,0,3,3,0,0,0,51,73,124,21,19,37,605,598,1204
UCL215015,909,947,1856,75,79,153,10,11,25,77,80,160,8,6,13,0,0,3,3,0,4,4,0,4,0,3,6,0,0,5,0,0,0,104,112,215,0,7,8,0,5,8,181,199,381,105,124,229,1201,1269,2472
UCL215016,1690,1709,3402,90,78,170,6,3,10,116,98,213,0,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,110,233,0,3,4,10,4,13,225,194,418,100,112,211,2012,2017,4031
UCL215017,1051,1069,2123,41,36,81,0,0,0,127,137,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,137,271,6,0,3,3,4,4,175,180,361,88,104,189,1317,1356,2675
UCL215018,1136,1256,2397,48,46,99,0,0,4,81,74,155,4,4,7,4,0,7,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,92,81,179,0,0,3,0,0,0,147,133,282,91,95,185,1381,1481,2859
UCL215019,816,842,1656,51,62,108,0,5,10,95,100,197,0,0,0,0,3,5,0,3,5,6,0,3,0,0,0,3,0,3,0,0,0,108,110,213,0,5,6,5,0,4,162,175,340,128,164,294,1105,1182,2289
UCL215020,499,576,1075,31,36,71,4,6,6,28,33,64,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,76,9,4,4,3,0,4,76,84,164,41,44,84,612,705,1322
UCL215021,491,529,1014,9,11,29,4,4,12,19,28,47,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,59,0,0,0,0,0,0,38,47,89,50,48,92,573,624,1199
UCL215022,1814,1885,3705,70,70,139,0,3,7,138,159,297,13,7,17,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,171,333,3,4,8,4,4,11,235,250,487,200,230,429,2259,2367,4619
UCL215023,606,646,1253,37,39,78,0,0,4,31,41,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,45,76,0,0,0,0,5,7,75,88,160,46,40,84,721,776,1495
UCL215024,714,795,1509,41,58,105,0,7,7,37,38,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,46,85,0,0,0,4,0,3,86,104,189,76,74,152,881,970,1855
UCL215025,403,379,776,18,22,45,0,0,0,72,71,135,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,143,0,0,0,0,0,0,93,98,190,38,35,72,537,505,1044
UCL215026,421,401,823,18,20,37,0,0,0,57,74,127,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,58,76,136,0,0,0,0,0,0,80,95,178,55,51,108,556,551,1106
UCL215027,414,441,853,35,42,78,9,14,23,29,27,52,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,87,6,6,13,0,0,0,86,97,186,68,56,131,574,599,1164
UCL215028,1049,1137,2185,37,28,67,3,0,3,113,89,203,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,118,100,214,4,3,9,5,0,5,163,133,293,137,160,293,1346,1423,2770
UCL215029,1356,1594,2953,81,102,176,7,8,17,117,122,235,3,3,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,141,266,5,8,12,9,4,5,221,250,471,125,155,284,1701,2002,3702
UCL215030,538,570,1105,19,28,44,0,0,0,20,24,49,4,4,4,3,4,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,34,63,0,0,6,0,0,0,53,60,113,40,39,82,628,667,1297
UCL215031,552,566,1115,24,32,56,0,0,0,33,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,66,0,0,3,0,0,0,60,63,124,61,62,117,665,689,1356
UCL215032,1205,1326,2530,63,57,124,8,6,17,60,76,132,0,4,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,70,85,158,0,3,6,0,0,5,136,152,290,144,135,280,1481,1617,3097
UCL215033,1224,1257,2488,24,28,55,0,0,0,81,94,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,95,175,7,6,7,0,0,0,114,130,246,23,21,44,1367,1409,2775
UCL215034,466,533,1001,40,46,84,0,0,0,26,43,76,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,47,80,5,4,9,0,0,0,73,98,170,60,69,132,601,704,1301
UCL215035,684,671,1357,15,21,31,0,3,6,61,56,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,126,0,0,0,6,0,6,85,81,168,59,51,107,824,803,1630
UCL215036,519,503,1020,16,26,37,0,0,0,24,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,42,0,0,0,0,0,0,36,48,80,54,58,112,603,610,1211
UCL215037,533,535,1068,24,23,44,0,0,0,60,67,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,71,130,0,0,0,0,0,0,88,94,181,57,42,94,668,670,1341
UCL215038,704,712,1415,25,31,48,4,7,9,67,68,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,75,145,0,0,0,0,0,0,94,106,201,105,106,214,904,930,1833
UCL215039,588,583,1166,46,29,76,0,0,0,33,38,68,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,75,0,0,4,14,13,29,92,89,183,89,78,164,776,751,1524
UCL215040,505,517,1018,42,40,76,0,0,0,24,26,51,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,54,0,0,3,0,0,0,75,66,140,84,82,164,661,660,1321
UCL215041,1409,1535,2943,91,108,200,9,4,13,75,84,155,11,3,13,3,4,8,4,0,4,0,0,4,0,3,6,0,0,5,0,0,0,104,102,203,0,0,0,6,5,9,194,216,416,145,154,301,1758,1905,3656
UCL215042,554,509,1065,11,12,17,0,0,0,33,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,69,0,0,0,0,0,0,47,40,85,41,40,81,643,586,1227
UCL215043,1317,1424,2742,39,42,82,0,0,0,152,147,307,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,161,154,312,0,5,4,3,0,5,203,201,403,61,74,136,1577,1700,3284
UCL215044,667,725,1392,48,49,96,0,3,4,41,46,82,0,5,5,0,0,0,0,0,0,0,6,5,6,0,8,0,0,0,0,0,0,48,56,99,3,0,3,0,0,6,98,102,197,36,51,92,798,882,1686
UCL215045,1482,1604,3088,104,127,232,5,5,5,104,114,220,0,0,3,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,111,122,236,4,9,10,4,5,5,227,258,480,118,138,256,1829,2001,3830
UCL215046,634,728,1359,30,36,61,5,0,11,59,68,125,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,79,140,0,0,0,0,0,3,87,113,205,53,48,102,778,892,1668
UCL215047,797,832,1637,30,33,61,0,0,0,149,139,287,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,144,288,0,5,5,6,0,6,178,175,361,66,66,131,1050,1071,2121
UCL215048,702,735,1434,24,31,61,0,0,0,96,115,216,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,124,228,0,0,0,0,0,0,127,159,291,73,79,147,903,968,1869
UCL215049,474,433,906,39,23,59,0,4,6,70,65,136,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,67,147,5,0,3,4,0,4,115,97,213,64,59,121,648,591,1243
UCL215050,1281,1198,2475,24,13,42,0,0,0,97,84,182,6,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,5,0,0,0,101,91,194,7,6,11,0,0,0,131,112,244,87,84,180,1498,1394,2898
UCL215051,1762,1914,3672,128,141,272,0,3,9,109,117,230,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,131,249,0,0,5,3,5,6,254,282,534,139,137,281,2155,2329,4486
UCL215052,531,546,1079,28,42,70,4,4,3,47,61,109,4,6,3,0,0,0,3,4,3,0,0,3,0,0,0,0,6,5,0,0,0,56,80,137,0,3,5,0,0,5,91,127,221,31,40,73,658,716,1369
UCL215053,1432,1576,3006,173,181,355,9,11,21,133,155,286,4,9,7,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,155,173,331,6,10,14,3,0,4,337,366,702,113,126,246,1879,2075,3956
UCL215054,799,846,1647,27,31,56,3,18,19,51,50,104,4,4,3,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,75,141,0,0,0,5,6,4,96,112,204,104,96,203,1003,1053,2055
UCL215055,621,631,1247,45,43,86,6,6,9,69,62,135,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,83,72,154,4,4,4,0,0,0,124,123,248,52,53,109,797,799,1602
UCL215056,633,633,1267,17,29,49,0,0,0,37,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,74,0,0,0,0,0,0,53,63,117,105,78,179,794,775,1564
UCL215057,686,705,1385,40,46,89,5,3,5,50,60,104,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,64,123,0,0,0,6,9,8,92,123,214,59,66,127,839,891,1722
UCL215058,423,485,911,19,17,35,0,0,0,37,49,84,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,93,0,5,8,0,0,0,64,77,146,49,44,87,537,603,1141
UCL215059,907,902,1813,53,55,110,14,21,30,52,46,100,6,5,8,0,0,3,5,3,6,0,0,0,0,0,0,8,3,9,0,0,0,81,77,157,3,4,7,0,0,0,137,136,273,60,74,137,1112,1114,2224
UCL215060,1112,1219,2335,62,69,133,7,6,13,73,80,145,6,0,4,4,3,9,3,0,3,4,0,4,0,0,0,0,3,6,0,0,0,93,93,187,3,0,0,3,4,4,160,169,328,75,77,154,1352,1469,2819
UCL215061,766,794,1564,54,52,108,0,7,7,68,69,138,3,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,72,80,152,0,0,8,4,3,4,132,136,272,90,90,176,984,1024,2009
UCL215062,619,610,1229,44,45,88,6,5,8,32,44,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,45,52,96,3,0,3,0,3,3,91,103,193,44,47,88,757,756,1515
UCL215063,426,428,852,16,19,39,0,0,0,57,43,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,41,100,0,4,3,0,0,0,78,67,144,39,38,72,544,531,1071
UCL215064,744,780,1524,60,60,127,5,9,4,52,53,106,4,4,7,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,65,129,9,0,8,0,0,0,135,130,265,65,67,140,945,983,1924
UCL215065,1406,1512,2921,124,144,264,6,13,17,78,76,153,6,3,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,94,184,0,5,8,7,9,13,223,247,466,194,194,392,1822,1950,3772
UCL215066,747,744,1500,55,72,131,11,11,17,41,47,90,6,7,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,70,130,0,0,0,0,0,0,115,143,261,121,128,247,989,1018,2004
UCL215067,420,400,822,34,38,73,3,0,0,11,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,38,0,4,5,0,0,0,51,57,112,45,36,82,515,498,1014
UCL215068,1313,1490,2799,86,84,172,12,9,17,126,169,289,5,10,11,0,0,0,0,0,0,3,5,4,5,0,5,0,0,0,0,0,0,143,188,333,3,3,5,5,0,7,240,275,519,86,81,169,1637,1851,3487
UCL215069,1305,1503,2813,74,91,163,6,0,11,73,91,159,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,81,99,179,4,0,4,0,3,3,157,192,354,103,127,232,1566,1830,3395
UCL215070,1153,1213,2371,43,57,100,8,10,15,110,107,214,5,0,5,9,4,10,3,0,0,0,0,0,3,8,5,0,0,0,0,0,0,132,128,255,9,5,12,7,8,13,191,192,383,169,132,298,1508,1543,3050
UCL215071,1428,1579,3010,52,50,99,0,5,8,135,142,275,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,150,294,3,3,8,0,0,0,199,209,403,62,62,121,1685,1853,3534
UCL215072,929,887,1814,48,64,113,10,17,29,24,38,63,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,57,102,40,9,46,4,0,3,137,134,267,172,156,327,1236,1175,2413
UCL215073,1105,1178,2283,48,58,104,0,5,6,79,84,163,5,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,89,176,8,4,4,0,0,0,139,149,283,107,106,217,1349,1432,2786
UCL215074,2044,2017,4065,85,89,174,7,11,15,195,206,399,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,218,424,5,9,8,3,3,7,295,317,610,86,83,167,2423,2424,4851
UCL215075,457,464,922,25,25,48,0,3,5,57,50,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,57,119,0,0,0,5,8,5,95,83,178,71,63,132,613,617,1232
UCL215076,914,949,1863,47,74,123,24,31,51,62,84,143,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,117,208,3,0,3,0,0,0,142,192,335,50,61,107,1101,1204,2305
UCL215077,573,613,1192,33,39,70,6,0,9,102,109,212,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,111,109,220,3,0,0,0,0,0,147,152,292,95,78,172,810,846,1653
UCL215078,838,834,1674,19,14,33,0,0,0,55,63,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,62,121,0,0,0,0,0,4,76,75,159,34,27,60,948,941,1888
UCL215079,822,902,1725,27,46,77,4,3,3,49,40,93,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,56,48,110,0,0,3,0,5,5,92,102,190,94,90,183,1007,1102,2099
UCL215080,831,884,1718,75,61,133,11,10,16,88,91,180,3,4,11,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,105,104,209,0,0,0,4,0,7,178,166,348,38,49,87,1048,1096,2149
UCL215081,1694,1739,3428,92,92,180,10,6,16,112,110,221,3,5,11,0,0,0,0,4,3,3,0,6,0,0,0,0,0,0,0,0,0,131,128,258,4,5,6,0,9,9,225,232,457,155,169,323,2071,2132,4204
UCL215082,886,891,1777,12,10,25,0,0,0,154,135,293,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,137,294,0,0,0,0,0,0,171,150,320,61,52,108,1113,1089,2209
UCL215083,784,854,1638,35,39,72,5,4,11,47,58,111,4,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,66,127,3,0,6,7,4,10,100,113,217,68,85,152,959,1050,2006
UCL215084,538,550,1082,30,34,61,0,4,5,33,33,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,82,3,3,9,7,0,7,75,76,149,41,39,81,654,664,1319
UCL215085,512,457,968,7,7,14,0,0,0,60,48,110,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,49,111,0,0,0,0,0,3,69,58,125,55,32,83,637,544,1182
UCL215086,1492,1653,3148,60,60,124,4,3,8,135,133,269,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,150,296,0,4,7,3,7,12,209,222,429,89,118,210,1791,1996,3791
UCL215087,742,677,1417,6,12,20,0,0,0,65,45,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,45,108,0,0,0,0,0,7,79,59,138,66,66,134,884,802,1690
UCL215088,724,786,1507,28,33,59,0,0,0,39,34,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,80,3,0,9,0,0,0,73,73,151,124,119,251,921,982,1899
UCL215089,885,887,1771,46,52,95,5,9,7,31,39,72,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,45,52,96,0,0,0,0,4,3,90,105,199,104,130,239,1083,1124,2206
UCL215090,760,797,1555,18,40,58,3,0,5,87,101,186,5,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,95,106,207,0,0,4,0,0,3,119,154,267,89,80,173,968,1028,1997
UCL215091,714,692,1403,0,0,0,0,0,0,30,50,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49,85,5,0,3,0,0,0,40,51,93,19,15,39,772,766,1536
UCL215092,1804,1968,3772,81,97,174,5,9,16,211,244,459,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,221,255,478,17,10,28,0,5,3,320,362,686,77,93,164,2196,2420,4616
UCL215093,1821,1817,3635,58,55,111,0,0,0,121,118,238,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,121,241,3,5,8,6,4,9,186,183,371,67,54,120,2071,2055,4125
UCL215094,399,448,846,19,20,43,0,0,0,30,18,49,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,58,0,0,6,0,0,0,58,48,109,28,34,66,483,536,1021
UCL215095,466,467,933,4,8,14,0,0,4,30,50,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31,52,78,0,0,3,0,0,0,39,55,94,38,29,63,540,551,1092
UCL215096,1032,1037,2071,23,18,41,0,0,0,80,94,173,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,84,98,182,4,0,9,0,0,0,115,117,228,41,42,88,1186,1205,2384
UCL215097,1311,1355,2659,72,76,145,0,0,0,83,74,158,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,83,80,160,3,0,3,4,0,9,165,155,317,125,132,259,1596,1642,3236
UCL215098,554,571,1124,21,22,47,0,0,0,65,67,127,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,69,131,0,0,0,0,0,0,93,96,183,38,31,63,676,692,1370
UCL215099,641,726,1368,37,45,83,5,0,6,39,42,82,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,53,95,0,0,0,0,0,0,77,102,177,81,95,182,802,921,1723
UCL215100,495,524,1016,19,35,58,0,0,0,44,44,89,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,94,0,0,3,0,0,6,70,90,159,44,58,99,609,670,1276
UCL221001,309,302,610,5,4,12,0,0,0,11,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,38,0,0,3,0,0,3,23,27,48,22,22,47,351,348,705
UCL221002,354,358,718,8,17,25,4,3,8,25,28,54,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,28,33,67,0,0,0,0,0,0,43,51,90,12,22,34,413,431,839
UCL221003,229,212,443,5,3,8,0,4,8,24,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,55,0,0,0,0,0,0,33,33,69,30,23,55,290,271,569
UCL221004,484,459,948,10,0,10,0,0,0,66,61,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,61,132,0,0,0,0,0,0,74,67,140,19,22,36,581,555,1133
UCL221005,263,273,540,13,11,22,0,0,5,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,28,0,0,0,0,0,3,32,24,60,35,39,69,326,338,665
UCL221006,268,251,518,12,10,18,0,0,0,23,26,46,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,50,0,0,0,3,0,3,33,36,67,19,12,33,317,298,624
UCL221007,201,224,426,6,6,16,0,0,0,12,15,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,16,39,0,0,0,0,0,0,23,27,52,23,34,57,253,278,532
UCL221008,279,311,591,13,18,30,0,5,6,12,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29,0,0,7,0,0,0,26,34,61,72,83,152,370,429,803
UCL221009,221,255,476,22,16,39,0,0,0,23,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,45,0,0,0,0,0,3,40,39,85,30,24,58,296,316,620
UCL221010,239,237,480,7,7,12,0,0,4,14,12,24,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,31,0,0,0,0,0,0,22,25,40,20,27,44,284,281,568
UCL221011,292,268,564,4,11,7,0,0,0,14,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,27,0,0,0,0,0,0,22,21,40,11,4,19,322,295,622
UCL221012,212,213,429,0,0,0,0,0,0,6,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,18,0,0,0,0,0,0,16,6,22,23,27,53,252,251,502
