UCL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL114005,12,8,12,11,7,0,63,0,8,3,14,17,22,3,0,66,13,55,58,43,45,71,33,6,326,18,36,33,67,65,83,60,10,368,71,145,151,168,169,180,63,15,976,11,15,7,13,17,18,4,0,75,3,6,12,19,30,31,20,0,123,85,169,169,200,219,227,92,23,1167,0,6,0,0,6,6,12,0,25,42,48,46,59,65,87,96,42,487,161,317,328,395,426,501,298,84,2511
UCL114006,7,6,15,13,4,0,61,0,6,8,13,23,11,4,0,71,14,60,59,52,60,53,22,3,326,10,51,39,64,60,74,30,12,343,64,177,150,208,207,146,88,17,1057,6,11,3,13,11,11,3,0,64,3,3,7,14,15,21,10,4,78,80,193,159,232,234,175,99,22,1197,0,0,0,0,0,5,0,0,17,32,38,22,44,59,88,96,57,437,141,364,292,419,457,426,258,94,2447
UCL114007,17,15,7,21,6,0,97,0,14,11,12,19,16,14,0,90,31,89,75,78,70,82,35,14,475,17,67,68,75,77,95,40,18,450,135,259,224,229,235,194,73,22,1374,25,21,22,16,22,20,0,0,129,8,0,4,30,31,28,12,3,126,165,285,257,273,292,240,93,32,1631,0,8,6,8,8,10,3,0,44,93,89,80,83,101,123,102,55,725,313,585,511,553,574,585,292,119,3511
UCL114008,20,17,18,10,3,0,92,0,13,18,19,24,11,3,0,84,28,98,91,74,61,48,29,6,430,12,48,61,90,70,60,26,11,373,97,190,168,174,213,128,68,20,1057,14,10,6,12,16,0,0,0,56,0,14,8,10,16,14,11,8,80,118,208,180,195,243,144,77,20,1190,0,3,7,3,5,4,0,0,17,90,96,88,96,103,114,91,46,719,251,490,458,493,519,388,228,88,2917
UCL114009,90,53,34,14,5,3,293,6,51,40,33,7,3,5,0,143,147,421,255,118,52,32,15,6,1043,51,147,92,77,44,27,13,9,468,181,348,197,106,76,44,20,7,981,26,25,5,8,0,3,4,0,71,7,12,11,20,13,11,11,0,92,221,388,213,130,85,53,34,14,1141,0,5,3,4,3,7,4,0,32,46,68,35,25,18,25,67,69,355,480,1179,730,430,249,170,147,102,3480
UCL114010,24,17,10,13,0,0,96,0,17,8,6,11,11,6,0,65,33,139,97,74,63,36,29,9,473,18,48,60,60,73,58,22,3,345,111,234,213,180,187,115,61,14,1109,13,11,9,11,21,12,4,0,79,4,15,14,22,27,26,9,3,121,129,259,234,213,235,149,82,11,1313,0,5,0,3,9,5,7,5,31,97,82,80,83,83,100,105,32,660,283,567,508,458,479,373,246,59,2987
UCL114011,14,5,14,8,8,0,74,0,6,11,11,14,14,6,0,51,11,53,59,63,52,65,20,0,315,4,28,43,47,62,72,23,10,292,74,142,119,126,166,123,48,7,811,17,19,10,13,18,5,7,0,96,3,10,7,12,11,21,12,0,80,95,173,138,156,197,150,66,5,988,0,0,0,0,4,5,4,3,20,80,67,66,60,80,101,93,59,605,190,351,317,346,423,412,211,90,2344
UCL114012,177,99,34,4,0,0,404,0,42,61,49,18,4,0,0,177,41,383,349,128,38,18,3,0,966,19,187,226,119,43,20,7,0,612,65,292,215,102,44,19,5,0,743,6,18,13,6,4,0,0,0,48,0,7,10,16,12,0,0,0,48,71,322,238,127,54,17,5,0,838,0,11,7,4,0,0,0,0,26,26,51,66,22,16,21,3,0,211,157,1079,1124,553,208,99,19,4,3237
UCL114013,30,15,12,9,4,3,116,5,17,22,16,6,9,4,0,81,23,158,129,67,54,36,22,10,509,13,78,88,58,78,53,25,8,393,125,378,276,208,222,135,62,18,1429,15,22,21,11,15,3,0,0,93,20,16,9,27,31,22,20,5,142,161,416,306,248,262,168,83,25,1661,3,7,6,6,8,0,4,0,36,95,156,88,82,102,107,121,76,832,302,870,663,495,533,381,265,118,3634
UCL114014,85,58,36,18,4,0,256,6,25,47,31,16,8,0,0,124,45,201,238,158,83,44,3,3,778,40,88,129,124,118,55,14,0,568,100,223,244,262,209,84,41,6,1171,14,12,10,6,12,11,0,0,60,12,11,14,23,34,18,3,0,121,121,245,268,300,256,116,44,6,1352,0,3,8,8,8,4,9,0,36,25,30,28,35,23,20,21,8,185,233,639,790,710,550,273,89,25,3304
UCL114015,21,15,12,13,4,0,92,0,15,14,20,9,17,7,0,76,30,125,124,79,65,67,34,14,550,14,78,76,85,89,66,34,15,446,194,387,282,232,262,154,99,21,1631,29,34,15,20,27,13,3,0,135,8,20,14,19,32,30,16,10,146,227,436,309,275,321,198,118,23,1913,0,6,0,11,7,13,9,0,43,122,137,146,120,134,126,122,62,964,402,822,689,605,626,498,336,117,4087
UCL114016,25,22,9,7,5,0,95,3,16,18,20,11,3,0,0,69,29,152,115,101,59,33,18,5,518,16,72,69,57,58,37,19,5,339,125,268,223,204,213,118,47,13,1213,22,17,13,12,11,7,5,0,82,8,11,17,21,17,21,6,0,107,157,293,255,243,235,149,61,18,1405,0,3,5,0,8,4,0,8,31,77,106,83,71,71,76,69,46,592,281,670,563,519,453,315,174,83,3054
UCL114017,110,91,75,54,16,0,398,3,16,26,45,46,32,7,0,179,31,248,380,329,218,170,48,8,1438,15,88,145,179,134,120,35,7,717,70,164,218,212,225,101,28,6,1032,8,9,3,11,6,4,0,0,44,6,10,22,24,32,30,10,0,130,84,180,239,246,261,142,43,6,1208,3,5,3,6,11,13,5,4,48,48,82,82,43,70,58,26,8,413,185,671,979,946,812,593,170,35,4402
UCL114018,31,32,64,67,33,5,269,3,16,39,36,55,54,20,0,224,23,139,165,176,172,212,105,23,1022,8,59,71,122,170,197,93,22,736,103,212,195,248,282,272,128,38,1477,8,14,11,6,22,25,11,3,101,5,11,11,23,51,43,33,10,180,118,238,214,276,353,343,166,51,1752,0,3,5,6,17,20,12,6,70,50,41,28,68,77,117,106,75,553,198,540,554,718,902,1003,531,189,4628
UCL114019,19,18,13,6,0,0,96,0,14,16,8,10,4,0,0,60,46,193,104,58,61,35,8,7,525,20,58,65,60,73,45,20,3,342,94,197,161,142,158,83,39,10,884,16,14,11,12,11,0,0,0,68,9,4,7,9,10,9,5,3,59,113,217,176,166,179,104,41,13,1011,0,0,3,6,4,0,3,0,20,201,215,222,177,166,159,98,39,1278,385,730,613,495,513,361,174,61,3331
UCL114020,85,66,63,73,39,3,400,0,18,31,27,37,42,13,0,173,40,192,217,199,135,151,79,15,1034,24,111,100,149,123,135,93,12,754,117,294,234,218,263,162,71,22,1386,12,18,20,20,27,24,7,0,120,0,15,14,36,45,56,34,4,198,132,324,273,265,329,243,113,23,1707,0,0,3,12,5,16,8,4,51,66,37,52,65,69,70,76,32,464,267,756,765,788,763,717,422,95,4578
UCL114021,41,36,47,26,23,4,205,0,12,40,29,23,38,17,0,159,14,144,222,186,145,104,46,15,879,18,75,128,148,134,105,51,13,667,116,258,321,316,356,212,86,23,1692,8,18,21,25,17,10,3,0,99,15,7,24,24,42,40,18,10,184,138,281,365,368,409,267,104,37,1976,0,0,0,3,13,17,11,6,59,88,68,86,98,104,138,144,178,910,268,603,887,876,880,702,391,251,4859
UCL114022,15,17,25,19,6,0,94,0,3,14,13,19,33,6,0,92,10,53,58,53,71,93,58,10,405,7,30,52,74,93,103,57,15,423,65,132,134,165,270,222,126,42,1145,11,21,14,9,18,20,6,5,103,6,7,5,22,32,30,31,5,130,82,156,150,199,311,273,155,46,1374,0,0,0,4,5,16,10,3,42,57,90,68,65,129,144,110,62,729,153,346,367,426,655,681,407,140,3163
UCL114023,25,14,8,7,0,0,99,0,11,8,11,5,3,0,0,39,23,144,79,56,35,19,10,8,367,9,58,33,56,54,35,19,4,264,115,212,176,139,124,85,42,6,896,10,12,9,7,10,4,3,0,64,10,14,12,8,17,6,4,4,76,130,235,197,165,153,99,46,8,1037,0,0,0,0,0,8,4,0,16,66,69,70,72,90,73,48,30,523,230,552,409,369,356,244,133,52,2349
UCL114024,39,30,20,7,5,0,140,0,17,19,17,22,10,0,0,95,43,188,142,109,74,55,19,6,635,26,71,107,100,87,71,31,9,499,170,383,316,300,273,167,78,14,1697,29,26,14,17,12,6,3,0,113,15,25,14,36,34,35,17,0,183,216,430,346,352,317,211,95,19,1986,0,3,11,0,4,10,9,3,40,91,98,94,90,110,89,85,60,728,376,841,755,711,646,452,242,99,4124
UCL114025,70,52,34,20,4,0,211,0,15,40,20,23,33,5,0,146,13,132,286,203,114,92,35,4,881,16,71,155,123,118,106,44,7,639,54,142,268,238,200,156,73,23,1162,4,3,13,6,7,13,3,0,51,5,6,8,26,30,29,17,4,132,71,150,295,269,233,195,87,37,1344,0,0,6,11,8,8,4,3,38,39,36,75,49,52,44,55,53,406,136,435,921,732,595,491,244,107,3658
UCL114026,40,15,17,18,4,0,172,0,8,10,18,15,16,8,0,81,30,135,126,83,44,37,27,12,490,29,105,96,79,61,64,41,6,481,74,250,183,184,105,97,67,20,984,5,11,13,4,9,8,0,0,55,12,16,15,24,23,36,6,3,128,100,269,211,212,135,134,77,28,1164,0,0,0,5,0,4,3,3,23,21,38,41,27,20,38,43,20,248,181,631,518,443,302,313,204,67,2655
UCL114027,7,39,38,40,13,0,151,0,3,3,15,23,31,11,0,82,13,60,87,103,104,101,68,11,551,16,45,49,91,100,111,75,31,521,49,114,135,179,222,204,126,34,1059,9,10,3,7,11,17,7,0,62,8,5,4,18,30,40,31,8,143,62,127,142,202,262,255,161,43,1267,0,0,0,0,0,18,16,3,42,20,22,21,29,47,74,117,35,366,113,265,317,473,581,631,467,125,2981
UCL114028,22,10,15,8,3,0,84,0,9,9,11,3,5,0,0,44,12,120,93,72,50,41,19,3,408,3,47,68,83,49,36,19,7,302,86,209,177,166,151,75,31,13,908,7,15,3,9,8,0,0,0,52,4,12,11,11,22,11,9,0,82,102,241,197,192,176,87,41,15,1040,0,3,10,6,0,0,5,5,24,28,51,43,30,40,53,35,27,313,152,483,436,398,338,237,128,61,2227
UCL114029,15,8,24,5,0,0,97,3,8,13,14,4,8,0,0,55,35,105,81,58,51,29,6,0,351,24,83,98,88,46,24,6,3,364,112,293,247,240,167,74,26,0,1152,14,9,11,19,7,4,0,0,71,5,12,7,20,29,14,6,0,93,132,311,269,275,205,93,29,0,1319,7,3,0,5,3,5,0,0,18,40,28,37,33,33,21,14,0,210,238,584,510,485,365,181,58,8,2421
UCL114030,17,14,24,21,0,0,90,0,3,9,14,22,22,5,0,77,17,69,82,57,84,86,35,4,439,4,38,47,59,95,125,34,5,411,44,139,127,158,226,240,111,29,1077,8,11,3,3,19,9,4,0,57,0,9,8,11,31,42,19,9,124,52,155,147,178,278,292,133,33,1264,0,0,0,4,13,13,7,0,41,34,38,43,48,62,102,97,68,484,103,319,339,368,577,655,314,117,2796
UCL114031,13,15,15,24,6,3,77,0,5,8,11,17,29,0,0,76,29,79,62,80,60,56,18,6,385,14,53,82,95,86,74,27,5,436,103,265,298,274,284,196,89,28,1533,16,8,10,9,9,8,4,0,64,4,9,19,30,35,40,13,0,146,131,280,320,313,328,244,110,29,1748,0,0,5,8,5,7,0,0,28,46,52,46,66,58,56,46,19,377,218,479,534,584,571,476,212,65,3131
UCL114032,32,16,15,11,5,0,101,4,8,0,8,11,11,4,0,41,8,86,62,48,32,29,8,3,276,25,88,66,71,54,26,11,4,341,86,274,205,179,106,91,35,3,981,13,20,13,14,11,6,0,0,74,12,16,24,19,22,25,5,0,112,104,306,247,204,138,122,42,4,1167,0,0,8,6,3,0,4,0,24,36,37,34,44,20,33,25,14,243,179,559,444,399,268,224,99,23,2190
UCL114033,26,14,6,12,0,5,82,3,11,30,14,10,14,7,0,84,19,123,100,77,62,41,22,3,452,15,38,54,53,66,58,34,6,327,92,221,205,184,201,111,52,18,1100,9,13,10,16,11,9,4,0,80,4,9,8,20,27,5,8,0,90,108,251,225,221,243,132,65,26,1269,0,4,5,0,4,0,3,0,11,49,68,73,65,73,71,98,57,564,189,521,513,441,463,327,229,94,2787
UCL114034,10,10,12,13,4,5,63,0,9,10,14,14,6,6,0,63,14,82,79,80,62,53,30,8,404,21,90,90,105,83,81,38,14,535,131,356,266,280,251,179,76,28,1563,29,26,30,19,22,12,0,0,140,14,12,20,28,29,38,17,8,161,174,391,315,325,300,229,97,31,1866,4,0,0,8,0,4,0,5,29,63,82,63,72,60,80,106,74,590,280,666,573,618,533,469,283,133,3547
UCL114035,25,24,18,22,7,4,141,0,16,13,13,13,30,12,3,102,12,164,107,87,79,91,38,8,581,25,98,80,66,93,82,40,13,494,63,146,131,138,136,151,52,16,843,10,6,3,14,10,6,3,0,54,5,3,9,11,19,21,14,0,82,78,165,152,161,165,179,62,26,975,3,4,3,0,0,6,8,3,34,41,76,60,47,63,69,63,40,448,159,562,442,401,430,469,232,84,2777
UCL114036,33,20,33,32,12,0,150,0,5,25,19,25,24,4,0,109,16,109,124,100,108,135,53,13,646,9,55,55,68,126,128,59,13,507,55,123,154,140,222,196,117,35,1044,10,4,15,11,22,22,5,0,81,0,11,15,23,29,37,29,11,150,59,139,176,170,273,261,153,48,1277,0,4,0,3,5,6,13,0,32,43,56,54,46,81,114,102,41,546,134,385,467,426,645,707,397,116,3269
UCL114037,47,35,27,25,9,7,178,0,17,22,24,13,33,8,0,118,16,133,141,117,75,68,38,4,600,9,61,95,90,68,57,25,11,418,99,214,185,149,172,97,44,8,977,14,8,10,15,7,10,0,0,67,4,10,10,13,30,20,10,3,94,119,234,207,185,206,122,53,15,1139,0,0,3,0,0,3,6,0,13,51,37,36,44,42,46,69,52,388,199,516,559,499,431,358,199,91,2848
UCL114038,37,20,19,8,0,0,119,0,12,8,17,4,16,0,0,62,32,121,105,87,52,47,25,10,478,22,71,78,80,68,77,23,7,434,144,242,205,189,190,116,66,15,1168,15,29,15,9,9,7,4,0,95,7,14,9,18,32,25,11,0,123,167,289,231,217,236,156,80,19,1385,0,6,5,6,0,12,6,5,35,55,82,63,61,87,109,92,55,605,274,610,522,493,472,428,235,100,3122
UCL115001,7,5,3,0,0,0,13,3,0,5,0,4,0,0,0,16,3,22,14,12,5,5,0,0,63,3,13,13,8,20,5,0,0,72,34,88,99,73,70,30,15,0,414,3,4,4,3,3,6,0,0,22,0,6,3,5,10,5,0,0,27,42,102,107,85,85,32,14,0,463,0,0,0,0,0,0,0,0,3,13,12,11,17,25,16,16,6,120,63,152,145,128,142,70,40,7,747
UCL115002,19,38,27,15,5,0,112,0,6,4,16,19,19,0,0,60,12,57,81,94,92,52,18,3,403,8,39,56,91,99,70,26,3,391,90,139,147,194,190,118,47,12,939,8,4,6,8,11,5,0,0,44,5,3,9,10,22,31,7,0,92,99,144,167,215,221,152,57,17,1069,0,4,6,3,0,3,0,0,20,18,19,24,38,54,48,27,4,238,136,280,350,503,512,354,131,32,2298
UCL115003,11,10,6,5,0,0,39,0,3,13,0,4,5,0,0,24,8,77,81,26,14,8,0,0,220,10,53,53,38,32,8,3,0,206,46,136,165,108,62,52,15,0,577,6,6,10,3,4,3,0,0,31,0,0,7,13,11,4,0,0,42,56,139,183,126,75,57,16,0,650,0,0,0,0,0,0,4,0,3,10,18,24,14,13,5,7,0,92,86,311,359,217,144,90,31,4,1235
UCL115004,7,8,8,15,0,0,46,0,0,6,3,10,11,0,0,34,4,44,41,44,27,42,9,0,215,3,22,21,25,34,37,18,4,164,18,32,43,45,71,83,22,4,311,3,0,3,0,3,3,0,0,20,0,6,6,3,12,6,9,3,44,21,39,52,44,88,98,29,8,373,0,7,5,0,6,4,6,0,30,11,12,12,22,13,20,23,13,122,41,117,139,157,183,226,81,23,980
UCL115005,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,11,4,13,12,11,8,7,0,0,53,0,7,4,12,9,12,0,0,51,16,25,22,22,32,10,7,0,140,0,4,0,0,6,0,0,0,6,0,0,0,4,0,0,0,0,8,15,29,22,20,33,15,8,0,156,0,0,0,0,0,0,0,0,3,6,20,24,27,28,21,14,9,147,31,75,60,85,83,54,19,15,419
UCL115006,39,22,12,19,6,4,118,0,3,21,27,19,6,0,0,80,9,69,107,100,59,37,11,0,396,4,21,51,47,37,28,8,6,194,13,32,47,57,35,25,5,4,217,0,0,0,0,4,3,0,0,9,0,4,7,9,12,8,4,0,32,15,35,51,65,55,28,8,4,264,0,0,5,0,0,0,0,0,8,7,31,38,39,19,17,15,34,198,34,185,309,294,198,144,51,51,1260
UCL115007,17,13,11,3,0,0,54,3,9,5,3,8,3,0,0,32,11,48,57,31,18,23,6,6,199,13,35,32,47,55,25,10,6,230,72,132,141,150,101,63,34,12,704,11,0,8,13,4,4,0,0,39,11,5,3,9,11,13,15,0,57,86,140,151,166,115,79,43,12,800,0,0,0,5,6,4,0,0,16,23,16,27,20,26,35,45,16,206,137,252,298,296,235,175,109,34,1536
UCL115008,6,0,0,0,0,0,10,0,0,0,3,5,5,0,0,14,0,17,13,10,17,5,4,0,76,5,5,3,12,18,23,11,5,72,13,27,17,27,44,44,7,7,182,0,0,0,0,6,0,5,0,11,0,0,0,0,4,7,5,0,12,10,27,17,29,51,45,14,7,201,0,0,0,0,0,0,0,0,6,11,5,8,8,11,19,23,15,101,25,54,43,70,94,104,58,28,475
UCL115009,0,3,0,0,0,0,14,0,7,9,3,3,4,0,0,31,0,28,19,25,24,18,7,0,125,3,22,27,29,19,26,10,4,131,16,57,51,64,50,50,17,0,308,0,0,0,3,4,5,0,0,16,0,7,0,4,0,6,0,0,20,17,61,57,66,58,58,17,0,341,0,0,0,0,0,0,0,0,6,10,28,11,10,25,30,22,9,143,32,146,120,132,132,136,57,20,785
UCL115010,0,0,4,0,3,0,7,0,0,0,0,3,0,0,0,8,0,20,7,9,10,8,0,0,53,0,0,6,3,17,11,10,0,48,3,7,11,22,31,30,13,5,140,0,3,0,0,4,3,0,0,13,0,0,0,0,3,10,5,0,23,13,13,15,29,40,36,18,5,169,0,0,0,0,0,3,0,0,3,3,4,9,9,20,27,20,12,106,13,44,37,56,90,89,46,16,402
UCL115011,6,0,3,6,3,0,25,0,3,0,9,3,0,0,0,17,3,23,22,14,20,12,9,3,102,0,14,22,18,31,14,9,3,114,25,77,46,80,67,47,27,3,362,0,0,3,5,7,4,0,3,27,0,3,8,0,10,0,4,0,27,28,85,53,83,79,56,28,6,419,0,0,0,0,0,0,0,0,4,11,5,5,24,23,15,19,3,104,41,135,104,144,164,104,67,14,785
UCL115012,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,4,0,18,6,8,4,12,7,0,59,0,13,4,15,20,11,3,0,63,8,11,21,29,45,24,9,7,162,4,3,0,3,7,3,0,0,16,0,0,4,0,8,4,0,0,13,12,15,29,39,53,31,9,6,193,0,0,0,0,0,0,0,0,0,8,16,7,14,11,13,9,7,92,24,56,55,78,88,67,33,13,413
UCL115013,20,16,11,16,5,0,104,0,15,7,13,11,10,10,3,62,16,76,79,54,54,53,17,7,365,4,18,38,44,46,42,16,9,217,51,149,122,109,130,67,47,14,688,9,12,5,6,9,7,5,0,53,4,3,5,12,14,12,10,0,62,65,169,137,121,155,87,62,18,804,0,4,0,5,5,6,3,0,23,46,32,48,40,53,62,75,80,435,125,341,331,301,335,272,180,117,2003
UCL115014,33,42,32,16,12,0,144,0,6,12,30,29,27,7,0,102,5,65,103,110,80,71,29,9,466,5,32,40,62,52,53,31,6,278,27,50,76,86,86,74,24,7,424,5,4,3,6,4,4,0,0,33,0,3,13,12,4,14,4,6,51,31,56,92,102,102,91,26,8,504,0,0,3,3,3,0,5,0,15,27,13,28,38,28,33,35,26,233,67,180,304,388,317,291,143,47,1741
UCL115015,9,9,14,26,11,0,70,0,4,0,9,18,21,6,0,55,0,20,19,28,35,52,20,4,179,3,11,23,19,42,44,14,11,168,8,39,42,42,79,66,29,4,311,0,4,3,5,8,9,0,0,23,4,0,0,3,9,10,8,0,36,15,41,45,49,88,84,38,9,370,0,0,0,0,3,5,3,0,14,15,19,17,25,30,42,24,13,185,34,104,116,135,232,271,115,34,1035
UCL115016,3,7,3,5,0,0,28,0,0,7,5,7,6,8,0,26,4,14,20,16,23,11,3,0,100,0,7,7,23,15,11,4,0,68,18,33,45,51,39,32,10,8,217,3,0,3,6,0,4,0,0,11,3,5,0,0,8,0,0,0,13,22,33,50,53,39,30,10,8,244,0,0,0,0,0,0,0,0,0,19,13,7,14,20,11,14,6,98,44,80,95,115,109,75,30,15,570
UCL115017,22,29,30,32,19,3,149,0,0,7,4,14,17,6,0,53,9,45,76,49,64,78,47,18,380,9,23,38,38,47,62,57,18,280,12,43,56,44,51,37,46,17,306,0,3,0,3,0,5,3,0,17,0,0,9,4,15,21,16,3,63,12,49,59,51,62,61,66,24,385,0,0,0,0,0,3,10,3,22,11,5,15,18,15,51,39,68,219,35,141,219,179,232,299,245,132,1480
UCL115018,4,0,0,0,4,0,11,0,0,4,0,0,0,0,0,7,0,8,6,5,8,15,5,0,51,0,0,7,12,11,18,10,0,53,7,15,21,17,34,33,11,4,144,4,8,0,0,0,0,0,0,13,0,0,0,3,4,3,3,0,14,14,20,21,18,42,33,15,8,170,0,0,0,0,6,0,0,0,3,6,6,3,8,8,30,29,12,96,21,31,42,54,76,93,62,18,398
UCL115019,70,78,108,91,42,3,421,0,9,17,26,34,46,12,0,139,8,83,141,167,170,182,78,12,847,7,38,60,73,105,96,60,15,450,28,92,89,91,129,66,38,16,553,0,3,7,4,10,4,4,5,36,4,4,11,11,30,29,15,3,101,31,104,100,109,171,104,57,17,695,0,0,7,4,6,10,9,0,35,26,23,24,39,47,50,43,18,253,75,284,414,493,632,586,302,68,2846
UCL115020,0,5,7,6,0,0,33,0,8,7,3,3,4,0,0,30,5,51,27,25,25,4,9,3,156,9,30,23,33,29,23,9,7,161,84,149,108,102,87,52,13,10,600,8,14,10,7,7,8,0,0,48,0,4,3,10,15,13,4,0,50,95,158,122,117,109,72,21,9,695,0,0,0,0,4,0,0,0,7,22,7,4,18,20,24,26,3,137,132,262,188,200,199,148,64,27,1216
UCL115021,3,5,0,4,0,0,19,0,0,5,0,5,0,0,0,11,4,12,15,7,13,6,3,7,66,5,10,9,9,8,11,4,0,57,9,29,36,38,30,22,6,0,172,0,3,9,0,0,0,0,0,14,0,0,0,3,5,5,0,0,22,10,35,44,43,42,31,8,5,208,0,0,0,0,0,0,0,0,5,5,13,7,12,17,18,19,8,108,26,79,85,79,80,70,34,18,473
UCL115022,17,19,20,15,13,5,86,0,5,7,4,10,16,9,0,60,9,42,54,71,65,46,21,5,311,9,16,32,69,62,51,30,3,271,40,33,86,117,127,84,54,13,552,0,6,3,11,7,4,4,0,38,0,9,4,13,14,22,9,0,67,46,41,95,140,153,108,69,10,667,0,0,0,8,4,4,4,0,18,11,9,11,14,23,25,31,3,123,74,120,221,327,341,266,177,30,1537
UCL115023,3,0,3,3,0,0,26,0,3,4,0,3,0,5,0,13,6,30,8,17,11,15,4,0,89,4,13,15,17,12,9,4,3,66,22,39,31,42,40,36,11,0,216,0,4,0,9,3,0,0,0,12,0,0,0,3,8,8,8,0,26,26,43,33,52,46,42,18,0,262,0,0,0,0,0,4,4,0,8,10,20,26,30,42,35,24,12,195,40,109,85,119,120,105,57,21,655
UCL115024,3,4,7,0,0,0,26,0,0,0,3,0,0,0,0,9,11,48,26,19,12,3,0,0,121,0,23,25,11,11,0,0,0,91,14,37,32,32,13,15,0,0,141,4,4,0,3,0,0,0,0,16,0,0,3,3,4,0,0,0,15,19,38,37,37,16,13,0,0,172,0,0,0,0,0,0,0,0,4,41,43,35,43,38,22,16,4,250,70,172,133,118,91,50,24,7,674
UCL115025,7,9,10,6,0,0,63,0,4,5,7,6,4,0,0,25,12,32,32,39,22,12,8,3,157,16,14,23,32,21,16,3,0,118,26,61,67,59,61,15,7,5,304,0,0,10,0,4,5,0,0,18,5,5,3,3,0,3,3,0,16,34,66,73,72,65,18,10,7,338,0,0,4,0,0,3,0,0,11,6,14,15,8,11,8,3,0,64,66,155,159,169,133,79,23,6,784
UCL115026,15,9,11,16,7,0,73,0,3,11,0,11,14,3,0,50,3,29,40,37,24,35,25,3,193,0,9,8,19,12,26,23,3,100,19,32,37,32,31,15,19,7,194,0,0,0,0,0,0,0,0,6,0,4,0,3,8,3,5,0,32,19,39,39,39,38,19,32,7,231,0,0,0,0,0,0,0,0,0,14,18,16,22,18,23,25,3,135,32,109,128,123,122,129,106,26,780
UCL115027,6,5,8,0,0,0,26,0,7,9,3,5,0,0,0,26,7,64,54,27,12,10,9,0,180,10,38,52,42,26,18,0,0,185,56,203,160,116,64,47,18,0,662,5,5,7,4,0,8,0,0,39,4,10,8,8,14,0,0,0,44,69,216,172,127,78,54,18,0,744,0,0,0,0,5,0,0,0,7,16,31,21,21,14,20,7,10,137,99,361,317,227,152,111,31,11,1304
